ax,ay,az
0.03913075999999999,0.0053614399999999994,1.0783104799999998
0.038496119999999995,0.0066015200000000005,1.07788092
0.03776372,0.0051953599999999996,1.07757812
0.03929687999999999,0.00623044,1.07820316
0.03940428,0.006005999999999999,1.0755956400000002
0.037258,-0.02606982608695652,1.065578304347826
0.009501839999999998,-0.7160449199999998,0.7765332
0.01027344,-0.7175977199999999,0.7740721200000001
-0.010644599999999997,-0.7420604799999999,0.7657714
-0.01916012,-0.7568457199999998,0.6940722799999999
0.00497068,-0.7893163600000002,0.6999608400000003
-0.0007628750000000003,-0.7732085625000001,0.7087249375
0.0009155000000000001,-0.8816527499999999,0.5376585



-0.009794879999999999,0.01850584,1.0769336
-0.01155272,0.016445319999999996,1.07705068
-0.010136800000000001,0.017002000000000003,1.0775293199999998
-0.011806640000000002,0.016748080000000002,1.07773436
-0.009785160000000001,0.01689468,1.07720708
-0.24152344,0.0015526400000000018,0.9709080400000002
-0.7288184000000001,-0.027734440000000006,0.7464941200000001
-0.7294433199999999,-0.028544839999999995,0.74673832
-0.7290038399999998,-0.02773424,0.7467283600000001
-0.7292772800000001,-0.030068319999999996,0.74530272
-0.7264843200000002,-0.027148359999999996,0.74527348
-0.7270506666666666,-0.02862558333333333,0.7483114166666667
-0.9647949199999999,-0.031035160000000003,0.2839550800000001
-0.9644140400000001,-0.03163083999999999,0.29570315999999996



-0.01387696,0.0184766,1.0763966
0.17090824,0.00777348,1.06448244
0.43621096,0.03291984,0.98506836
0.56102528,0.04265624,0.92007808
0.659052759999999,0.0580273999999999,0.843193319999999
0.73609368,0.05874992,0.77447268
0.799541,0.06223628,0.70075196
0.8520898,0.0682518,0.62970712
0.8945898,0.07228516,0.55882812
0.932578039999999,0.07584956,0.486005919999999
0.960517679999999,0.07815428,0.41526364
0.987792959999999,0.083125,0.32972656
1.00436524,0.0939747199999999,0.25018552
1.01550784,0.0980077199999999,0.16658204



-0.0309471999999999,0.00386712,1.07729488
-0.0116405199999999,0.16765632,1.06169912
-0.01086916,0.426933599999999,0.98213856
-0.01192384,0.55864256,0.9088476
-0.0108398,0.660273359999999,0.8319042
-0.00748047999999999,0.736884839999999,0.753457
-0.00816408,0.799189479999999,0.68242192
-0.00608407999999999,0.81666024,0.58313488
-0.00557616,0.8945898,0.53113284
-0.00484368,0.888251959999999,0.44130856
-0.00436535999999999,0.9549218,0.387998
-0.0144530399999999,0.97849612,0.3080468
-0.01068364,0.99387688,0.216249999999999
-0.0182226399999999,1.00164064,0.13823248



0.04666992,0.06782232,-0.931406199999999
0.0483104799999999,0.259970799999999,-0.90046872
0.04780272,0.490683599999999,-0.806279279999999
0.04290036,0.614121079999999,-0.72461912
0.04268552,0.70617176,-0.644570279999999
0.04475596,0.77514648,-0.56769532
0.0458006399999999,0.833398399999999,-0.489736319999999
0.04660156,0.878740119999999,-0.415644559999999
0.04620108,0.917812479999999,-0.33784184
0.0469726399999999,0.945800759999999,-0.265654279999999
0.0497070399999999,0.9694824,-0.19285152
0.04788092,0.98909172,-0.102148359999999
0.04652344,0.9595214,-0.0168847199999999
0.0494042799999999,1.00348636,0.0626954



0.01776364,0.0777245999999999,-0.93107416
-0.16257812,0.0981249999999999,-0.914228519999999
-0.4122266,0.109853479999999,-0.831650399999999
-0.514697279999999,0.113877,-0.72826164
-0.6349024,0.123564559999999,-0.68754884
-0.71208004,0.12519524,-0.6110742
-0.77397468,0.1313086,-0.53710932
-0.82558596,0.13400404,-0.46458012
-0.86493164,0.13686512,-0.38950184
-0.92771488,0.13698248,-0.249248039999999
-0.913671799999999,0.13199216,-0.15524416
-0.928085999999999,0.1315918,-0.0767187199999999
-0.97738268,0.137372999999999,-0.000761799999999999



-0.00951172,0.0101757999999999,-0.93390624
0.149873039999999,-0.00675784,-0.925742279999999
0.4287696,-0.00384764,-0.84287112
0.52791996,-0.00581056,-0.75054688
0.631123,-0.0105272399999999,-0.68642576
0.73253908,-0.02273436,-0.637177599999999
0.79666996,-0.02150388,-0.562470679999999
0.81898444,-0.0242089599999999,-0.472910119999999
0.85722652,-0.03000984,-0.401445359999999
0.930107359999999,-0.03491208,-0.34792968
0.922167999999999,-0.03815444,-0.261533199999999
0.948486319999999,-0.0431152,-0.183798839999999
1.00672852,-0.0500195199999999,-0.1094824
1.01747072,-0.05611332,-0.02908208



-0.06696284,0.06901372,-0.92847656
-0.06469732,-0.13228516,-0.920605439999999
-0.06162112,-0.37367184,-0.856943279999999
-0.05974616,-0.49979496,-0.79334956
-0.0531835199999999,-0.57660156,-0.700292879999999
-0.05685556,-0.68465816,-0.6583204
-0.05459952,-0.74992196,-0.587275399999999
-0.0513770399999999,-0.8059082,-0.52215816
-0.04721692,-0.82067376,-0.42924808
-0.0458984,-0.856582,-0.37027344
-0.0415527599999999,-0.92506832,-0.31188472
-0.0413477199999999,-0.918701159999999,-0.2213672
-0.0321997199999999,-0.94065672,-0.12806404
-0.03965816,-0.99255856,-0.06551752
