ax,ay,az
0.13542066237961942,-0.017054203976840796,0.989348123278965
0.45915807204501846,-0.3086518174972745,0.8300134615337789
0.5532362314483708,-0.3775428395975461,0.7345374341098297
0.6090479597050469,-0.45902990364313656,0.6387044055782742
0.6417332627505884,-0.48753001541360164,0.582647347138835
0.6634420581392959,-0.5188387553760961,0.5326850671671104
0.6942510035535393,-0.551240978685835,0.4494435310988434
0.7091584948584629,-0.5728046063018576,0.39705844517578365
0.7260655329790103,-0.5997738545541795,0.31795326943124685
0.7386756925916657,-0.6229193614252104,0.2316896473974111
0.7460795981817703,-0.6341239372459946,0.16862365894428843
0.7451044241064636,-0.639426024866491,0.1570035341579175
0.7461860418671766,-0.6512334094101703,0.07411685994233672
0.745373955663717,-0.6563805362329572,0.01631423566944648
0.7367850175406946,-0.6612167081954857,-0.057170573518865724
0.14982251919870354,-0.02045529314707455,0.9871330103205324
0.430761990114086,0.30210260460433264,0.851471666236193
0.5004835693726056,0.3864874741726791,0.7770829991262389
0.5315388795135039,0.424904118111981,0.7192896851594984
0.5865577132366763,0.4944330586842129,0.6512430846485434
0.6132415927084407,0.5335322395061164,0.5925135532080872
0.6318460289280043,0.5616752181325352,0.5481464941760843
0.6382795173931473,0.5767447192090751,0.4695725778815814
0.6753502339998458,0.6326022083172829,0.39871194350512806
0.69237875264238,0.6627437634841659,0.3145587670389492
0.7037664238551959,0.6874683285524901,0.24534203031750362
0.7063320626267828,0.69989426876725,0.1850486785295553
0.7062778002177286,0.7171320888713297,0.10099133004833133
0.7031208206244279,0.7221482074016954,0.046918563792690215
0.701088177846079,0.7269474415098546,-0.025887491200533453
0.14815473747320354,0.00791542367065173,0.9884888051752949
-0.1384549521146129,-0.3460598432028532,0.9294787491335521
-0.21118883784023532,-0.42868813857538546,0.8826829840033179
-0.2728898784747939,-0.49298767797979387,0.8288819906968267
-0.3280992407850458,-0.546965348470193,0.7792966596326639
-0.32684677854736144,-0.5445039570895496,0.7795598597802574
-0.331899921688011,-0.5406768571487943,0.725397002835637
-0.3980352159583778,-0.6135853185130221,0.6920075183625886
-0.44760879616187516,-0.6587101001182489,0.6191206646419345
-0.48009966207764526,-0.6888159940101771,0.5616514319991256
-0.5201414363424103,-0.7168626764011743,0.48611604539507647
-0.547655848700505,-0.7375594323555483,0.42440362713939433
